date,^SP500-45,^SP500-20
2024-12-11,4700.3798828125,1169.8699951171875
2024-12-12,4678.52001953125,1161.93994140625
2024-12-13,4703.7998046875,1158.800048828125
2024-12-16,4751.10986328125,1159.6700439453125
2024-12-17,4731.8798828125,1149.219970703125
2024-12-18,4590.2998046875,1116.77001953125
2024-12-19,4599.02978515625,1115.5999755859375
2024-12-20,4669.5400390625,1128.1500244140625
2024-12-23,4728.39990234375,1127.6600341796875
2024-12-24,4777.08984375,1136.68994140625
2024-12-26,4780.83984375,1137.3900146484375
2024-12-27,4709.39990234375,1128.1700439453125
2024-12-30,4657.9501953125,1117.1700439453125
2024-12-31,4609.52001953125,1115.6500244140625
