date,it_finbert_pit_zscore,industrials_finbert_pit_zscore,it_lexical_pit_zscore,industrials_lexical_pit_zscore
2024-03-16,-0.1684434675915147,0.471023119136299,-0.7116053735849366,0.4831267978436873
2024-03-17,-0.1668621043003673,0.4662202547994206,-0.7018828614142767,0.4781546707925145
2024-03-18,-0.1653244587536776,0.4615613761376495,-0.6925482706340488,0.4733329630343996
2024-03-19,-0.16382855303855,0.4570394297316584,-0.6835764726154184,0.4686542401192631
2024-03-20,-0.1623725322976261,0.4526478366086056,-0.6749445601139472,0.4641115720570852
2024-03-21,-0.1774375697281498,0.4677823837346309,-0.7323121954619268,0.4676928600372937
2024-03-22,-0.1759065643042878,0.4633907709684978,-0.7229602234332202,0.4633023851957433
2024-03-23,-0.1744145175146428,0.4591205677328621,-0.7139576246182382,0.459033280354177
2024-03-24,-0.1729598046382027,0.454966281088528,-0.7052831738253124,0.4548800547204488
2024-03-25,-0.1715408942582976,0.4509227598406182,-0.6969174083432093,0.4508375590912417
2024-03-26,-0.1701563414845304,0.4469851676792106,-0.6888424441316556,0.4469009590066097
2024-03-27,-0.1688047817669581,0.3531818843228767,-0.6810418149110953,0.3772745010493279
2024-03-28,-0.1674849252423453,0.3503782193779206,-0.6735003308547446,0.3742332856387492
2024-03-29,-0.1661955515591949,0.3476402806321175,-0.6662039541219412,0.3712644499407462
2024-03-30,-0.1649355051343972,0.3449655395501674,-0.6591396889108988,0.3683651677540075
2024-03-31,-0.1637036907995882,0.3423516017186334,-0.6522954840707524,0.3655327649988494
2024-04-01,-0.1624990697999046,0.3397961978354888,-0.6456601466118506,0.3627647093490975
2024-04-02,-0.1613206561119527,0.3181940986509516,-0.6392232647017047,0.2258414453815487
2024-04-03,-0.1601675130513001,0.3159135213681295,-0.6329751389411317,0.2242958760917111
2024-04-04,-0.1590387501429644,0.3136812879244996,-0.6269067208885198,0.2227816103743122
2024-04-05,-0.1579335202311465,0.3114957141139651,-0.6210095579457338,0.2212976056083605
2024-04-06,-0.1568510168069014,0.3093551967463887,-0.6152757438420571,0.2198428671508988
2024-04-07,-0.1557904715345473,0.3072582087048701,-0.6096978740563236,0.2184164455352215
2024-04-08,-0.1547511519596351,0.305203294366682,-0.604269005605594,0.2170174338665251
2024-04-09,-0.1537323593828778,0.3031890653566154,-0.5989826207037211,0.2156449653987164
2024-04-10,-0.1527334268860706,0.3012141966046212,-0.593832593857228,0.2142982112777161
2024-04-11,-0.151753717497301,0.3411084336254851,-0.588813162020755,0.0532281690099595
2024-04-12,-0.1507926224839766,0.338890270416698,-0.5839188974814609,0.0529169263746544
2024-04-13,-0.1498495597633032,0.3367148248154131,-0.5791446831822636,0.0526110804714059
2024-04-14,-0.1489239724207447,0.3345807430927325,-0.574485690228888,0.0523104771222468
2024-04-15,-0.1480153273279501,0.3324867308282387,-0.5699373573559138,0.0520149682461326
2024-04-16,-0.1471231138522864,0.3304315496105059,-0.5654953721533345,0.0517244115523817
2024-04-17,-0.146246842650954,0.3517735034076852,-0.5611556538779805,0.4203458889442584
2024-04-18,-0.1453860445431632,0.3496214171914555,-0.5569143376940671,0.4176542878577991
2024-04-19,-0.1445402694544814,0.3475083519832121,-0.5527677602045409,0.4150137387066339
2024-04-20,-0.143709085427976,0.3454331426635431,-0.5487124461501044,0.4124226477848651
2024-04-21,-0.1428920776971753,0.3433946722431213,-0.5447450961661482,0.4098794901797855
2024-04-22,-0.1420888478163728,0.3413918693362414,-0.5408625754995899,0.4073828060004563
2024-04-23,-0.1645274296811875,0.5643291244893699,-0.5394574781028721,0.9587783415895564
2024-04-24,-0.0974090193164546,0.2148682282228458,-0.616603314245118,0.215025304390837
2024-04-25,1.178027865119153,-0.0886632796961364,0.2533643168276488,0.7633053114994466
2024-04-26,1.163345112750927,-0.0882153821147301,0.251942185716014,0.7572763211963276
2024-04-27,1.14919803136244,-0.0877742045585138,0.2505437360980798,0.7513879711222654
2024-04-28,1.1355548221187006,-0.0873395806512733,0.249168317941812,0.7456348770229673
2024-04-29,1.122386267673556,-0.0869113497271318,0.2478153059237787,0.7400119388765007
2024-04-30,1.1928478720922495,0.1209526426887697,0.1859095800309551,1.1802515800157565
2024-05-01,1.1214254218235185,-0.0217245007989425,0.0682524287933671,0.6448031882740095
2024-05-02,1.073814589505959,0.1448803432009813,-0.057333742680717,1.0500376558749325
2024-05-03,1.0625488164779555,0.1441876009843494,-0.0570510833960624,1.0397759757388425
2024-05-04,1.0516303421846704,0.143504701673212,-0.0567725638981411,1.0298093848783014
2024-05-05,1.0410416815947097,0.1428314143638804,-0.0564980841124894,1.0201240062644097
2024-05-06,1.0307665577843872,0.1482917814963132,-0.0562275473190711,0.7542849833068584
2024-05-07,1.020789796691577,0.1787855403823316,-0.0559608600090927,0.8745397526264221
2024-05-08,1.0110972328630643,-0.1244139928698843,-0.0556979317492076,-0.8634200213852643
2024-05-09,1.0016756248635683,-0.1238537826167295,-0.0554386750526774,-0.856769554884386
2024-05-10,0.9925125791973552,-0.1233010723763828,-0.0551830052570679,-0.8502704334446616
2024-05-11,0.9835964817482258,-0.1227556962802598,-0.0549308404080943,-0.8439170025190113
2024-05-12,0.9749164358752764,-0.1222174935503957,-0.0546821011492519,-0.8377038989787381
2024-05-13,0.9664622064140556,-0.1216863083003199,-0.0544367106168983,-0.8316260320836397
2024-05-14,0.9582241689286852,-0.1211619893453627,-0.0541945943404522,-0.8256785659492469
2024-05-15,0.883281742191346,-0.1206443900218844,-0.1372367263331114,-0.8198569033739063
2024-05-16,0.8797251589252743,-0.406068832299329,-0.1243580612292872,-0.6436762260945482
2024-05-17,0.8730176211067392,-0.4041121239074166,-0.1238126218966266,-0.6399162483994736
2024-05-18,0.8664612067671782,-0.4021834317694363,-0.1232742971319293,-0.6362214008965895
2024-05-19,0.8600503250448184,-0.4002820936405981,-0.1227429336004822,-0.6325898247370624
2024-05-20,0.8537796704278375,-0.3984074689866065,-0.1222183825546279,-0.6290197345075857
2024-05-21,0.8476442042983469,-0.3965589380770468,-0.1217004996588264,-0.6255094145419555
2024-05-22,0.6973924629906194,-0.3947359011246359,-0.0603182169462756,-0.6220572154565915
2024-05-23,0.7049619274738714,-0.3929377774675909,-0.0787912271596348,-0.6186615508940534
2024-05-24,0.7006762948391936,-0.391164004792606,-0.0784683037618886,-0.6153208944600467
2024-05-25,0.6964678839414612,-0.389414038396061,-0.0781493185684156,-0.6120337768403532
2024-05-26,0.692334403229214,-0.3876873504812691,-0.0778341921774395,-0.6087987830854729
2024-05-27,0.6882736552370957,-0.3859834294897155,-0.0775228474105087,-0.6056145500514399
2024-05-28,0.6842835316767373,-0.3843017794643024,-0.0772152092330897,-0.6024797639863693
2024-05-29,0.6704283758236712,-0.3826419194429115,0.2371364394681476,-0.599393158253017
2024-05-30,0.6666643425652268,-0.3810033828804661,0.2361640490599416,-0.5963535111783971
2024-05-31,0.6629630036847896,-0.3793857170980398,0.2352035233943341,-0.5933596440221428
2024-06-01,0.6593226378735251,-0.3777884827574395,0.2342546231356344,-0.5904104190559489
2024-06-02,0.6557415892674665,-0.3762112533599402,0.2333171156531085,-0.587504737746985
2024-06-03,0.6522182642827223,-0.3746536147678495,0.2323907747813808,-0.5846415390387069
2024-06-04,0.6487511286357405,-0.3731151647476583,0.2314753805912312,-0.5818197977229248
2024-06-05,0.6453387045359797,-0.3715955125336997,0.2305707191702403,-0.5790385228974877
2024-06-06,0.6419795680393199,-0.3700942784111549,0.2296765824127965,-0.5762967565043038
2024-06-07,0.6386723465514772,-0.3686110933174817,0.2287927678189753,-0.573593571942792
2024-06-08,0.6354157164714165,-0.3671455984612434,0.2279190783018955,-0.5709280727542012
2024-06-09,0.6322084009656543,-0.3656974449574981,0.2270553220030861,-0.5682993913725706
2024-06-10,0.6290491678648717,-0.3642662934788668,0.2262013121154855,-0.565706687938412
2024-06-11,0.5983592697849196,-0.3628518139215209,0.1504641739128692,-0.5631491491712981
2024-06-12,0.4623947834236588,-0.3614536850853134,0.143739392196324,-0.5606259872981215
2024-06-13,0.5431801510164853,-0.3600715943673764,0.5464829686575354,-0.5581364390336319
2024-06-14,0.5407371425525832,-0.3587052374685001,0.5440183211135142,-0.5556797646103655
2024-06-15,0.5383268033746279,-0.3573543181116793,0.5415867223869075,-0.5532552468551252
2024-06-16,0.5359484117939535,-0.3560185477722291,0.5391874404254364,-0.550862190309406
2024-06-17,0.5336012682461824,-0.3546976454189244,0.5368197656790978,-0.5484999203913139
2024-06-18,0.5312846944267179,-0.353391337265612,0.5344830102186154,-0.5461677825966673
2024-06-19,0.528998032467243,-0.3520993565328252,0.5321765068956846,-0.5438651417371712
2024-06-20,0.5242392128696765,-0.3508214432189115,0.5627443827897798,-0.5415913812136097
2024-06-21,0.29120789047914,0.0733557051809373,0.094702255584498,0.1728107293821837
2024-06-22,0.2901674569504737,0.0731204620302942,0.0943874363962745,0.1722431168611541
2024-06-23,0.2891380961701169,0.0728874676520374,0.0940757361422448,0.1716810609720124
2024-06-24,0.2881196131195999,0.0726566864449724,0.0937671036610874,0.1711244716415445
2024-06-25,0.2871118175554808,-0.0033183841877428,0.0934614889587313,0.0369558786104033
2024-06-26,0.2861145238600792,0.0379501414272629,0.0931588431743392,0.0863324205397559
2024-06-27,0.2851275508978411,0.0378326618751134,0.0928591185475004,0.0860635701957002
2024-06-28,0.2841507218771636,0.0377162666307253,0.0925622683865655,0.0857972160133303
2024-06-29,0.2831838642173456,0.0376009391162473,0.0922682470380956,0.0855333196038682
2024-06-30,0.2822268094205132,0.037486663106515,0.0919770098573601,0.0852718434000048
2024-07-01,0.2812793929482821,0.037373422719458,0.0916885131798737,0.0850127506334779
2024-07-02,0.2803414541028998,0.037261202406826,0.0914027142938865,0.0847560053133067
2024-07-03,0.2794128359127642,0.0371499869452297,0.0911195714138252,0.084501572204829
2024-07-04,0.2784933850220723,0.0370397614274501,0.0908390436546349,0.0842494168093785
2024-07-05,0.2775829515844263,0.0369305112540642,0.0905610910069765,0.0839995053446204
2024-07-06,0.2766813891602511,0.0368222221253097,0.0902856743132505,0.0837518047255648
2024-07-07,0.2757885546178556,0.036714880033227,0.0900127552444348,0.0835062825461402
2024-07-08,0.2749043080379699,0.0366084712540496,0.0897422962776791,0.0832629070614235
2024-07-09,0.2740285126216577,0.0365029823408278,0.0894742606746183,0.0830216471703524
2024-07-10,0.2731610346013791,0.0363984001162976,0.0892086124604331,0.0827824723990744
2024-07-11,0.2723017431552034,0.0362947116659677,0.0889453164035514,0.0825453528847403
2024-07-12,0.2714505103239092,-0.0597023710461695,0.088684337996027,0.1879163982481469
2024-07-13,0.2706072109309538,-0.0595338354877463,0.088425643434538,0.1873692150159319
2024-07-14,0.2697717225051544,-0.0593667192099148,0.0881691996020007,0.186826784051266
2024-07-15,0.2689439252059641,-0.0592010024036665,0.087914974049762,0.1862890369612482
2024-07-16,0.2681237017512736,-0.0590366656448948,0.0876629349803452,0.185755906723085
2024-07-17,0.2673109373476053,-0.0588736898848662,0.087413051230746,0.185227327649023
2024-07-18,0.2665055196226356,0.0215218291614163,0.0871652922562545,0.6440979712895449
2024-07-19,0.2657073385599266,0.0214632392373906,0.0869196281147678,0.6416223992877855
2024-07-20,0.2649162864358053,0.0214051252293428,0.0866760294515897,0.6391751539786428
2024-07-21,0.2641322577582911,0.0213474807289983,0.0864344674846955,0.6367556992376918
2024-07-22,0.2633551492079979,0.0212902994482285,0.0861949139904495,0.6343635130395187
2024-07-23,0.2840100848524956,0.5559967372186363,0.12825762864162,0.2072847791803979
2024-07-24,0.2195100425551065,0.1983819746763563,0.0698837113150954,-0.5218428763522157
2024-07-25,0.2188874646813006,0.9242773160137512,0.0696936605911599,0.1786734969047348
2024-07-26,0.2182701542312196,0.897759717914299,0.0695051520261373,-0.0663345787980287
2024-07-27,0.2176580373448435,0.8935452636139264,0.0693181648759124,-0.0661608488450054
2024-07-28,0.2170510416039956,0.8893896106112912,0.0691326787849267,-0.0659884767747577
2024-07-29,0.2164490959963734,0.8852914041480673,0.0689486737768763,-0.0658174449901557
2024-07-30,-0.3381458634627157,0.774210679620171,0.0634800302901203,0.0039612814725897
2024-07-31,-0.2239560345254893,0.7267866114632048,0.0697281638293218,-0.0978662517256149
2024-08-01,0.2555062489507391,0.813419274943821,0.6099225357651593,-0.453655566220762
2024-08-02,0.2548003657522789,0.8100103203940747,0.6077549347763728,-0.4522735332438289
2024-08-03,0.2541003008112455,0.8066438694206198,0.6056102810140144,-0.4509040546221414
2024-08-04,0.2534059746358278,0.8033190460625634,0.603488172431505,-0.4495469414271146
2024-08-05,0.252717309246424,0.762849831780252,0.6013882167753295,-0.6757059879656526
2024-08-06,0.2520342281388706,0.8576335266242732,0.5993100312804549,0.6419681579954822
2024-08-07,0.2513566562487316,0.9451633413150676,0.5972532423772557,0.859255872417244
2024-08-08,0.2506845199166407,0.9445447111568676,0.5952174854094335,0.6982572005775836
2024-08-09,0.2500177468546829,0.940194474334747,0.5932024043624282,0.6957252022484844
2024-08-10,0.249356266113728,0.9359037960387984,0.5912076516018755,0.6932205500142207
2024-08-11,0.2487000080517274,0.931671329542908,0.5892328876216902,0.690742755153664
2024-08-12,0.2480489043029047,0.9274957703716412,0.5872777808013295,0.6882913410869013
2024-08-13,0.2474028877478532,0.9233758546111256,0.585342007171858,0.685865842990175
2024-08-14,0.2861406868581633,0.9193103573017546,0.5770497747095993,0.683465807425635
2024-08-15,0.3132259468778214,0.5154679358527233,0.577773484534192,0.384394267823521
2024-08-16,0.3123944234576311,0.5139288107156675,0.5759120165681275,0.3833530352481391
2024-08-17,0.3115694874255301,0.512403390681815,0.5740684252498901,0.3823202184439701
2024-08-18,0.3107510522620875,0.5108914735565571,0.5722424262679638,0.3812957046508965
2024-08-19,0.3099390330304679,0.5093928612970143,0.5704337416012305,0.3802793832126972
2024-08-20,0.3091333463393846,0.5079073599030921,0.5686420993411426,0.37927114552683
2024-08-21,0.3083339103071445,0.5064347793119702,0.5668672335200112,0.3782708849957343
2024-08-22,0.3487048547618802,0.5049749332959548,0.6560809099442917,0.3772784969794257
2024-08-23,0.3477903763356395,0.5035276393635806,0.6538889260048892,0.3762938787495545
2024-08-24,0.3468830550370167,0.5020927186637413,0.6517187667040371,0.3753169294447309
2024-08-25,0.345982797992212,0.5006699958928943,0.6495700722649842,0.3743475500271333
2024-08-26,0.3450895140059523,0.4992592992050637,0.6474424911598415,0.3733856432403137
2024-08-27,0.3442031135226803,0.4978604601246844,0.6453356798679855,0.3724311135682311
2024-08-28,2.534223516969273,0.4964733134620536,0.8796608467359397,0.3714838671954153
2024-08-29,2.4923405649473063,0.495097697231415,0.8761199102604598,0.3705438119682218
2024-08-30,2.4524678461942933,0.4937334525714842,0.8726213928457712,0.3696108573571832
2024-08-31,2.414449533584464,0.492380423668414,0.8691644542599672,0.3686849144203927
2024-09-01,2.378146202963602,0.4910384576810071,0.8657482773885422,0.3677658957678746
2024-09-02,2.3434326779228,0.4897074046682276,0.8623720674230126,0.366853715526943
2024-09-03,2.310196210873785,0.4883871175188009,0.8590350510840765,0.3659482893085228
2024-09-04,2.278334940117143,0.4870774518829432,0.8557364758775847,0.3650495341743301
2024-09-05,2.2900841865835533,0.4857782661060538,0.863276640152108,0.3641573686049642
2024-09-06,2.2592208324573093,0.4844894211643538,0.8599770844472807,0.3632717124688525
2024-09-07,2.22957259383994,0.4832107806024249,0.8567150758080078,0.3623924869920375
2024-09-08,2.2010617743850167,0.4819422104724879,0.8534899074871423,0.361519614728719
2024-09-09,2.1336912617314887,0.4806835792754946,0.860062985435533,0.3606530195326038
2024-09-10,2.108500315801262,0.4794347579038455,0.8568425093129902,0.3597926265290301
2024-09-11,2.084181040983053,0.4781956195857821,0.8536579412453884,0.3589383620877749
2024-09-12,1.9888963048566743,0.4532051170952488,0.4586830582636886,0.4351398131687932
2024-09-13,1.968164366135483,0.4520665535764252,0.457501346982399,0.4340611343120212
2024-09-14,1.9480675178111668,0.4509365282273253,0.4563287222670369,0.4329904377793999
2024-09-15,1.9285739832977256,0.4498149348647816,0.4551650682620652,0.4319276256042279
2024-09-16,1.909654168275913,0.4487016691452021,0.4540102711695057,0.4308726014948736
2024-09-17,1.891280471711161,0.4475966285238116,0.4528642192022002,0.4298252707981064
2024-09-18,1.8734271164965977,0.4464997122149702,0.4517268025383551,0.4287855404634348
2024-09-19,1.8560699973572288,0.487332399919877,0.4505979132773313,0.5498082147359945
2024-09-20,1.7070396538423984,0.5979276172799433,0.4178318475126667,1.00166216707099
2024-09-21,1.693400483691407,0.5962912476703442,0.4168215189598057,0.997624652023301
2024-09-22,1.6800831038011068,0.5946682398732044,0.4158184841452836,0.9936355700864514
2024-09-23,1.6670750566055523,0.5930584130292221,0.4148226557314008,0.9896939606193924
2024-09-24,1.654364549432297,0.591461589687866,0.4138339478376163,0.98579888944638
2024-09-25,1.6419404095609629,0.572433021463086,0.4128522760094407,0.8822512429941094
2024-09-26,1.63078466928979,0.5709310023477312,0.5368153092437934,0.879154593998234
2024-09-27,1.6188843752754944,0.5694407450607841,0.5354265442258543,0.8760903249224683
2024-09-28,1.6072408553704105,0.5679620968941164,0.5340485021285915,0.8730578753744122
2024-09-29,1.5958450063669127,0.5664949079010024,0.5326810456689728,0.8700566984463765
2024-09-30,1.5846881705636426,0.565039030832234,0.531324040012074,0.8670862603010189
2024-10-01,1.5737621081196251,0.5635943210740542,0.5299773527152394,0.864146039772488
2024-10-02,1.563058971476671,0.5621606365878189,0.5286408536737746,0.8612355279822892
2024-10-03,1.552571281669663,0.5607378378513334,0.5273144150681638,0.8583542279693162
2024-10-04,1.542291906362224,0.5593257878018312,0.5259979113127115,0.8555016543334064
2024-10-05,1.5322140394611887,0.5579243517804967,0.5246912190056052,0.8526773328918313
2024-10-06,1.5223311821774888,0.5565333974785461,0.5233942168803242,0.8498808003481951
2024-10-07,1.5126371254137152,0.5551527948847408,0.5221067857583743,0.8471116039731753
2024-10-08,1.503125933369902,0.5537824162343579,0.5208288085032835,0.844369301296656
2024-10-09,1.4937919282691954,0.5524221359595137,0.5195601699758442,0.8416534598107455
2024-10-10,1.4846296761140956,0.5510718306408503,0.5183007569905262,0.838963656683231
2024-10-11,1.4756339733920931,0.6172178075506145,0.5170504582730766,0.6035511375186712
2024-10-12,1.4667998346568236,0.6156337183267745,0.5158091644192158,0.6020207668698677
2024-10-13,1.4581224809173707,0.6140617635230499,0.5145767678544293,0.600501978767777
2024-10-14,1.449597328774345,0.612501789006511,0.5133531627948019,0.5989946278423517
2024-10-15,1.4412199802465853,0.6109536433713246,0.5121382452088891,0.5974985712651142
2024-10-16,1.4329862132371929,0.6002437322927858,0.5109319127805605,0.418088238606126
2024-10-17,1.4248919725919842,0.5987538635322863,0.5097340648728057,0.4171915544227321
2024-10-18,1.41693336170731,0.5972750340198777,0.5085446024924682,0.4163006150239829
2024-10-19,1.4091066346478087,0.5958071080992117,0.5073634282558901,0.4154153593288809
2024-10-20,1.4014081887378718,0.5943499524363324,0.506190446355415,0.4145357271618
2024-10-21,1.3938345575935192,0.5929034359688471,0.5050255625267519,0.4136616592352941
2024-10-22,1.3991674422932647,0.1956454968408217,0.4971507590189951,0.5562018621513262
2024-10-23,1.4028485687599774,0.9223925241851276,0.6662686209458161,0.9508416801105904
2024-10-24,1.3953390596540574,1.1043133080940934,0.6645263253710704,0.8161673262724667
2024-10-25,1.3879488698509468,1.0999777080798991,0.6627976270314199,0.8137583890806341
2024-10-26,1.380674872663462,1.095692775819531,0.6610823499826778,0.8113706568510224
2024-10-27,1.3735140549210911,1.091457532063246,0.6593803214515778,0.8090038202994333
2024-10-28,1.3664635117255617,1.0975075889709522,0.6576913717626852,1.001978817342302
2024-10-29,1.3688110257722237,1.2044621299700875,0.6886917578372581,1.1646280259152189
2024-10-30,0.5142844243038518,-0.0740868575197903,-0.0979709630547493,1.1284764456385803
2024-10-31,0.9781896137631132,-0.8805267623703068,-0.2588073193131073,-1.1733721653469626
2024-11-01,0.9748251171513266,-0.877825316143992,-0.2583208102113848,-1.1685601350126094
2024-11-02,0.97149510011801,-0.8751485823414554,-0.2578370344717787,-1.16380682599778
2024-11-03,0.9681989777433214,-0.872496186470095,-0.2573559665949606,-1.159111053640788
2024-11-04,0.9649361789056268,-0.8698677619345504,-0.2568775814134009,-1.1544716664718098
2024-11-05,0.9617061458657896,-0.9284804900853646,-0.2564018540858266,-1.2763972616001822
2024-11-06,0.9254944116589396,-0.8561676714474259,-0.1838602551803447,-1.1832821066657937
2024-11-07,0.9225359635810524,-0.9337979486912946,-0.1835322843480517,-1.0891664366914933
2024-11-08,0.9196057063668744,-0.930849179031656,-0.1832060623853753,-1.0851527550498694
2024-11-09,0.9167031951269716,-0.9279281691842788,-0.1828815738045991,-1.0811831212590008
2024-11-10,0.9138279947395768,-0.9250344863120084,-0.1825588033093417,-1.0772567355023537
2024-11-11,0.9109796795766286,-0.9221677069675944,-0.1822377357915375,-1.0733728181490343
2024-11-12,0.9081578332390418,-0.9193274168334028,-0.1819183563284679,-1.069530609103439
2024-11-13,0.8956441819586977,-0.9165132104698792,-0.235571952408794,-1.0657293671804005
2024-11-14,0.8613923267256567,-0.9137246910724393,-0.2765163473411401,-1.0619683695045492
2024-11-15,0.858877219209374,-0.9109614702364636,-0.2760165957544545,-1.0582469109328536
2024-11-16,0.856384014775242,-0.908223167730032,-0.2755195440328368,-1.0545643034992294
2024-11-17,0.8539123973489811,-0.9055094112741516,-0.2750251679538616,-1.050919875880318
2024-11-18,0.8514620572052679,-0.9028198363301564,-0.2745334435982643,-1.0473129728813595
2024-11-19,0.8490326908046983,-0.9001540858940075,-0.274044347345073,-1.0437429549414332
2024-11-20,-0.0254213038416778,-0.8975118102972409,-1.1255942570807729,-1.0402091976570282
2024-11-21,-0.0667026859142549,-1.260936540757966,-1.1558217947672649,-1.2679905260422892
2024-11-22,-0.0665927617557047,-1.2556851021293851,-1.1514065787324086,-1.262673565086099
2024-11-23,-0.0664833792678941,-1.2504987338903704,-1.14704157729092,-1.2574229335872953
2024-11-24,-0.0663745340167487,-1.2453761032388115,-1.1427258457789533,-1.2522372638094086
