Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-02-11,0.8511367357508585,0.8548818974879008,0.8108740218033019,0.8146191835403442,212251200,0.0,0.0
2000-02-14,0.8188322670022398,0.8679905165066835,0.8136826832850124,0.8675223588943481,367539200,0.0,0.0
2000-02-15,0.8633090508197135,0.8984221682610697,0.8628408932559604,0.8913992047309875,485744000,0.0,0.0
2000-02-16,0.8820355839868306,0.8848452295528804,0.839900301652357,0.8548816442489624,378246400,0.0,0.0
2000-02-17,0.8628412629212235,0.8651819517305087,0.8473917566614761,0.8605005741119385,289497600,0.0,0.0
2000-02-18,0.8586278012897839,0.8642454935094879,0.8305367898770107,0.8333464860916138,233441600,0.0,0.0
2000-02-22,0.8249189220999394,0.8759497493292063,0.7991694046885319,0.8525409698486328,422296000,0.0,0.0
2000-02-23,0.8482105150269251,0.8913995417955967,0.8314731507046983,0.8707996010780334,473099200,0.0,0.0
2000-02-24,0.8787587019737154,0.8923356737126534,0.8370915214741151,0.8629576563835144,376432000,0.0,0.0
2000-02-25,0.8600324146875118,0.8764182364442802,0.8249192322643185,0.8267917633056641,249144000,0.0,0.0
2000-02-28,0.8249190815340006,0.8614366305625827,0.8118102665041023,0.8483278155326843,328328000,0.0,0.0
2000-02-29,0.8506686335713337,0.8782907408750155,0.843177609521856,0.8586279153823853,368961600,0.0,0.0
2000-03-01,0.8881219958616815,0.9892465064913298,0.8876538384064834,0.9761376976966858,1077003200,0.0,0.0
2000-03-02,0.9513260466667003,0.9583482135935562,0.9040403089706818,0.9138721227645874,311259200,0.0,0.0
2000-03-03,0.9354071506032167,0.9605719484431777,0.8988904553206153,0.9588159322738647,323366400,0.0,0.0
2000-03-06,0.9438347959055767,0.967243582731696,0.9363436720827373,0.9414941072463989,210560000,0.0,0.0
2000-03-07,0.9471118020975732,0.9546029259367395,0.9073171944471402,0.9204260110855103,273011200,0.0,0.0
2000-03-08,0.9204261318946734,0.928385414513846,0.8881226438434603,0.9138721227645874,271230400,0.0,0.0
2000-03-09,0.9054442791855808,0.9363432766752275,0.8857814626236084,0.9157442450523376,276718400,0.0,0.0
2000-03-10,0.9115309439744324,0.9583476986175358,0.9063805108911602,0.9419618844985962,248606400,0.0,0.0
2000-03-13,0.9148079761384045,0.9475796054280563,0.8951443584859153,0.9087213277816772,303956800,0.0,0.0
2000-03-14,0.9080192845605921,0.9307258824281794,0.8539455216853628,0.8558181524276733,428579200,0.0,0.0
2000-03-15,0.8661182236949283,0.9007631966728231,0.8548819378545915,0.8707996010780334,443609600,0.0,0.0
2000-03-16,0.8787588979327207,0.9138720292582481,0.8576907991102631,0.9105942249298096,378100800,0.0,0.0
2000-03-17,0.8998269093717963,0.9363436102867126,0.8960808476459373,0.9363436102867126,305043200,0.0,0.0
2000-03-20,0.925108541863607,0.9457075878711321,0.9166811002459628,0.921362578868866,204489600,0.0,0.0
2000-03-21,0.9180853946791486,1.0243603093441114,0.9110632281212971,1.0107834339141846,524328000,0.0,0.0
2000-03-22,0.9946314736228604,1.081477676133243,0.9855018485315553,1.0800724029541016,567996800,0.0,0.0
2000-03-23,1.063686061617775,1.1264212620188156,1.048704722740769,1.0585365295410156,562564800,0.0,0.0
2000-03-24,1.0669634735550884,1.0781997570612223,1.0149963749269595,1.038873314857483,446913600,0.0,0.0
2000-03-27,1.030915204490612,1.0842866899911427,1.0252966112131314,1.0454283952713013,279182400,0.0,0.0
2000-03-28,1.0281051643659753,1.06368644458147,1.0271688491013584,1.0421510934829712,202966400,0.0,0.0
2000-03-29,1.0440235143395584,1.0444915718655543,1.002472907616782,1.018273949623108,239836800,0.0,0.0
2000-03-30,1.0004829778209154,1.0313827759763345,0.9396210967725878,0.9419618844985962,414400000,0.0,0.0
2000-03-31,0.9546023609890498,1.028104782144572,0.9438342393876914,1.0173375606536865,404633600,0.0,0.0
2000-04-03,1.0149966159962376,1.0449602124830297,0.9695843136655616,0.99861079454422,328563200,0.0,0.0
2000-04-04,0.993461359948076,0.996270206748683,0.8745456777550977,0.9536667466163635,660329600,0.0,0.0
2000-04-05,0.9473456802796038,0.9953335907333335,0.9288533026571514,0.976607084274292,457665600,0.0,0.0
2000-04-06,0.9784794572870368,1.00750592470401,0.9232344675557471,0.9377485513687134,259627200,0.0,0.0
2000-04-07,0.9531982795564069,0.9878424457378989,0.940089465299609,0.9869062304496765,242435200,0.0,0.0
2000-04-10,0.9864381847606337,0.9943974657924854,0.934471079485419,0.9363436102867126,212262400,0.0,0.0
2000-04-11,0.9251082585130436,0.9354073283066873,0.8843765366146974,0.8946765065193176,541822400,0.0,0.0
2000-04-12,0.8913996588690145,0.8913996588690145,0.7855928451684241,0.8183644413948059,941136000,0.0,0.0
2000-04-13,0.8352188890841863,0.8988903712223828,0.8127463747722556,0.8525409698486328,529827200,0.0,0.0
2000-04-14,0.8188322049037494,0.8839081083293007,0.816491467025743,0.8380277156829834,667620800,0.0,0.0
2000-04-17,0.8202376920486996,0.9283852209353906,0.8169598380621746,0.9279170632362366,409561600,0.0,0.0
2000-04-18,0.9251083633944895,0.9503896832466125,0.8942084501774419,0.9503896832466125,390924800,0.0,0.0
2000-04-19,0.9452390506193806,0.9756698963890368,0.8970170149106107,0.9073169827461243,520150400,0.0,0.0
2000-04-20,0.9265126174470665,0.9344710985426027,0.8768861996644919,0.8904631733894348,722120000,0.0,0.0
2000-04-24,0.8614366183337547,0.9026356935501099,0.8595640876611427,0.9026356935501099,443620800,0.0,0.0
2000-04-25,0.914808063278487,0.9644344695987296,0.9143399056736659,0.9611566662788391,391641600,0.0,0.0
2000-04-26,0.9485158205362133,0.9588157869226847,0.8988903190538052,0.9087213277816772,366912000,0.0,0.0
2000-04-27,0.877822418205003,0.9513257713465479,0.8732576559797878,0.9494523406028748,326603200,0.0,0.0
2000-04-28,0.9522618906571304,0.9550707360343362,0.9087213368861743,0.9293211698532104,249580800,0.0,0.0
2000-05-01,0.9354073461428766,0.9372807771577841,0.9129357751479199,0.9311941266059875,226195200,0.0,0.0
2000-05-02,0.9232348879531935,0.9457073601013105,0.8801632747464107,0.8829721212387085,236432000,0.0,0.0
2000-05-03,0.8909312764468972,0.90825341080048,0.8361553272068133,0.8619047999382019,489798400,0.0,0.0
2000-05-04,0.8623728505166659,0.8633091657688422,0.828195943639883,0.8291322588920593,399515200,0.0,0.0
2000-05-05,0.8300687962064117,0.8595642865083981,0.8293666095432819,0.8473917841911316,284076800,0.0,0.0
2000-05-08,0.8396664932186143,0.85160496611868,0.8239829082681815,0.8249192237854004,184900800,0.0,0.0
2000-05-09,0.8263236121273131,0.8333465782836356,0.7855927387080418,0.7898060083389282,327140800,0.0,0.0
2000-05-10,0.7795059357774266,0.7865289010125649,0.7397113330493844,0.7439254522323608,535091200,0.0,0.0
2000-05-11,0.7593752499960775,0.7809114602044963,0.741585002498667,0.7701433300971985,499744000,0.0,0.0
2000-05-12,0.7940199590090627,0.8277278590948038,0.7847728705160091,0.8061924576759338,306913600,0.0,0.0
2000-05-15,0.8094694075818699,0.8094694075818699,0.7500111910741513,0.756566047668457,678932800,0.0,0.0
2000-05-16,0.7829002299252324,0.8169596184990251,0.7696748034816315,0.7916783094406128,440451200,0.0,0.0
2000-05-17,0.7762290237768082,0.7766971815095456,0.7518839715696343,0.7593750953674316,398092800,0.0,0.0
2000-05-18,0.7715476767294059,0.7860609179971924,0.7537574310038961,0.7546937465667725,373777600,0.0,0.0
2000-05-19,0.7434573953257868,0.7434573953257868,0.6994486704097691,0.7041309475898743,740667200,0.0,0.0
2000-05-22,0.7022581222546932,0.7022581222546932,0.6442043362265796,0.6736989617347717,755507200,0.0,0.0
2000-05-23,0.6779133943465734,0.6994487514866907,0.6413957886216611,0.6428002119064331,517585600,0.0,0.0
2000-05-24,0.6456089184323477,0.6722946552642026,0.6217319775545909,0.6568451523780823,678462400,0.0,0.0
2000-05-25,0.6629318238510998,0.6940649071293682,0.6442044680349546,0.6536847352981567,406750400,0.0,0.0
2000-05-26,0.6591858052268978,0.6732309343837373,0.6385867691901231,0.6470133066177368,181148800,0.0,0.0
2000-05-30,0.6563771095650835,0.6601222715048395,0.6123692815046468,0.65590900182724,713059200,0.0,0.0
2000-05-31,0.6507593111412575,0.6835309479821678,0.6278186852934861,0.629223108291626,433507200,0.0,0.0
2000-06-01,0.6123693284949338,0.6708904011535282,0.6020693572746317,0.6676134467124939,903840000,0.0,0.0
2000-06-02,0.7022582580288608,0.7472023912940471,0.6666769274585076,0.6933627128601074,792848000,0.0,0.0
2000-06-05,0.6989805789571872,0.7134938193668547,0.6718266791467137,0.6839991807937622,323668800,0.0,0.0
2000-06-06,0.6889154697367489,0.7247299844426078,0.6765088404232967,0.6957035064697266,525481600,0.0,0.0
2000-06-07,0.7013219808111101,0.7266024945753211,0.6863397854758423,0.7233254909515381,337019200,0.0,0.0
2000-06-08,0.7312849194348802,0.7378388780040475,0.6975761607477824,0.7102168202400208,238526400,0.0,0.0
2000-06-09,0.7247298400981499,0.7336253848433432,0.7069396507185368,0.7172396183013916,252358400,0.0,0.0
2000-06-12,0.7219210785103845,0.7223892361795194,0.6807221034909856,0.6830627918243408,290337600,0.0,0.0
2000-06-13,0.6830627615564077,0.709280389964769,0.6605902943228507,0.7078759670257568,351456000,0.0,0.0
2000-06-14,0.7092804982900277,0.7209848913427561,0.675104434670267,0.6774451732635498,277446400,0.0,0.0
2000-06-15,0.6835308615868934,0.6994485203273271,0.6666768876286059,0.6919582486152649,248572800,0.0,0.0
2000-06-16,0.7003848756131357,0.7022583063882344,0.6671451310367911,0.6830627918243408,303564800,0.0,0.0
2000-06-19,0.6783815573544144,0.7331575703536211,0.6727630136528375,0.7237938642501831,394004800,0.0,0.0
2000-06-20,0.7378388840021223,0.7785698093528123,0.7369026184863927,0.7584388256072998,501390400,0.0,0.0
2000-06-21,0.756566175116883,0.8530093089714906,0.7537572790008692,0.8333464860916138,490000000,0.0,2.0
2000-06-22,0.8352192402516511,0.8633094573982576,0.8024467451762963,0.8052555918693542,467712000,0.0,0.0
2000-06-23,0.8057235182130156,0.8183641748057302,0.7612474913567405,0.7743563055992126,204965600,0.0,0.0
2000-06-26,0.7865288192807848,0.82023756872426,0.7809111277602209,0.8108738660812378,185354400,0.0,0.0
2000-06-27,0.8057234708861728,0.831472940208879,0.7734199948764646,0.7752925753593445,203470400,0.0,0.0
2000-06-28,0.7987015253080125,0.8296005349783313,0.7715475773822843,0.8155554533004761,286428800,0.0,0.0
2000-06-29,0.7949562517751979,0.808065066173723,0.7649926616492846,0.767802357673645,203660800,0.0,0.0
2000-06-30,0.7912102934142035,0.8230464642746999,0.7743563177221302,0.784656286239624,323097600,0.0,0.0
2000-07-03,0.7809111064814543,0.8136826896697721,0.7809111064814543,0.7987013459205627,70828800,0.0,0.0
2000-07-05,0.7977650835905518,0.826791557794087,0.7603112216723167,0.7734200358390808,265216000,0.0,0.0
2000-07-06,0.7865290545129298,0.7930838633499019,0.7434574896555517,0.7762290835380554,309545600,0.0,0.0
2000-07-07,0.7879333976597568,0.821173996034506,0.7809112818732358,0.8155554533004761,263603200,0.0,0.0
2000-07-10,0.8104058568034087,0.8726729292440252,0.8052554221757913,0.8558181524276733,397796000,0.0,0.0
2000-07-11,0.8539454988764587,0.887654251510214,0.8305367651180761,0.8530092835426331,357896000,0.0,0.0
2000-07-12,0.8707993307083522,0.8829718282385373,0.8445817052662947,0.8820356130599976,225433600,0.0,0.0
2000-07-13,0.8764181288852073,0.9082534529648871,0.8202377039843267,0.8464553356170654,445659200,0.0,0.0
2000-07-14,0.8558182541441927,0.8839084187037133,0.8520730922267713,0.864245593547821,190276800,0.0,0.0
2000-07-17,0.8726727508297918,0.8810992874104497,0.8558179774593268,0.8736090660095215,260002400,0.0,0.0
2000-07-18,0.8764180996985325,0.8820357919583919,0.8520729996880776,0.857690691947937,318404800,0.0,0.0
2000-07-19,0.8267916813704943,0.851136732760698,0.7752927323002556,0.7893378138542175,457872800,0.0,0.0
2000-07-20,0.8239830314466187,0.8548820982141911,0.8108742121965421,0.8258556127548218,465572800,0.0,0.0
2000-07-21,0.8143850752248241,0.8333465122746606,0.7930837497772368,0.8024466037750244,196235200,0.0,0.0
2000-07-24,0.7874652776523549,0.7921467050696298,0.7116212228843496,0.729412317276001,412171200,0.0,0.0
2000-07-25,0.753757286502287,0.758438713400684,0.7350299287053423,0.7500113248825073,211607200,0.0,0.0
2000-07-26,0.7467343210530132,0.7678024173022375,0.7378387748431481,0.7500113248825073,210470400,0.0,0.0
2000-07-27,0.7490752615960141,0.7977653748770831,0.747202680330225,0.7790380120277405,294985600,0.0,0.0
2000-07-28,0.7832521053474143,0.7865291099474992,0.7022585053561318,0.7237938642501831,237893600,0.0,0.0
2000-07-31,0.7364342516819959,0.7734200044586917,0.7303484525480081,0.761247456073761,155299200,0.0,0.0
2000-08-01,0.7537571488116024,0.7663970041289369,0.7378386400603368,0.7387749552726746,137284000,0.0,0.0
2000-08-02,0.7340935954341182,0.7481386749289212,0.7069397017351347,0.7078759670257568,162355200,0.0,0.0
2000-08-03,0.6825946198394777,0.7200485327449332,0.6629318481297054,0.7191122174263,339897600,0.0,0.0
2000-08-04,0.7411165173517203,0.7678023018643912,0.6938308473848356,0.7097485065460205,263121600,0.0,0.0
2000-08-07,0.7172395633056124,0.7350297513211271,0.7069395965125282,0.7181758284568787,187348000,0.0,0.0
2000-08-08,0.7181760685537196,0.7191123340179932,0.6938310162174263,0.7003849744796753,176674400,0.0,0.0
2000-08-09,0.7209849298458842,0.725666357276289,0.7078761129395955,0.7116212248802185,379640800,0.0,0.0
2000-08-10,0.7191121222633307,0.7256661286018093,0.7097484702545401,0.712557315826416,251714400,0.0,0.0
2000-08-11,0.7017902689487818,0.7191123557051712,0.6825947510963403,0.7144309282302856,238056000,0.0,0.0
2000-08-14,0.71302576898259,0.7144309924494481,0.6938310995096317,0.7050673365592957,156660000,0.0,0.0
2000-08-15,0.7078759733239895,0.7181759417417884,0.6966397396072381,0.6994485855102539,114200800,0.0,0.0
2000-08-16,0.7022583538799406,0.7340936776079712,0.7013220384783503,0.7266025543212891,143673600,0.0,0.0
2000-08-17,0.7247298686852367,0.7855925612554283,0.7237936034252493,0.7706111669540405,270900000,0.0,0.0
2000-08-18,0.7696749323155767,0.7762288894085498,0.7472024149170993,0.7490749955177307,190176000,0.0,0.0
2000-08-21,0.7528200367108351,0.7724837063829911,0.7434572345906068,0.756566047668457,134467200,0.0,0.0
2000-08-22,0.7584386454705113,0.7912102810274289,0.754693534290925,0.7743563055992126,276802400,0.0,0.0
2000-08-23,0.7710791699571004,0.8202374117808848,0.764992471867748,0.8136825561523438,236863200,0.0,0.0
2000-08-24,0.8190665498960227,0.8483279081426796,0.7996378041184101,0.8406027555465698,310766400,0.0,0.0
2000-08-25,0.8464553668148197,0.8614367139948935,0.8445819358232837,0.8511367440223694,334460000,0.0,0.0
2000-08-28,0.8576905942862889,0.8839082220606302,0.8548817484761908,0.8698630928993225,359004800,0.0,0.0
2000-08-29,0.8670543706542834,0.8904631559545433,0.8642455244438928,0.8867180943489075,267030400,0.0,0.0
2000-08-30,0.8839080836371522,0.8988903258248229,0.8794607367999427,0.8913992047309875,285392800,0.0,0.0
2000-08-31,0.8834401980030064,0.9213622724995845,0.8829720402951506,0.912935733795166,419596800,0.0,0.0
2000-09-01,0.9185535544954851,0.9531985298735356,0.915744707868562,0.9503896832466125,256872000,0.0,0.0
2000-09-05,0.9386850652684485,0.9606885742083385,0.9325983159044177,0.9354071617126465,298642400,0.0,0.0
2000-09-06,0.9194892943596307,0.9344707354015517,0.8651815205765216,0.8754814863204956,355404000,0.0,0.0
2000-09-07,0.8857818403363538,0.9372807915195605,0.8726730236724346,0.928853452205658,217464800,0.0,0.0
2000-09-08,0.9232345815924673,0.9232345815924673,0.8764179219395433,0.8820356130599976,195518400,0.0,0.0
2000-09-11,0.8792266465563953,0.90450795333,0.870799210924226,0.8754814863204956,187381600,0.0,0.0
2000-09-12,0.8590959538330136,0.8998268725085699,0.8539455192202641,0.8651818037033081,187997600,0.0,0.0
2000-09-13,0.8502003771264203,0.8913993495660033,0.8502003771264203,0.8689268827438354,305984000,0.0,0.0
2000-09-14,0.8773542898263239,0.8932719508781345,0.8511366598209467,0.8518389463424683,426552000,0.0,0.0
2000-09-15,0.8651819764914305,0.8717367854536164,0.8127467051889196,0.8274940252304077,394514400,0.0,0.0
2000-09-18,0.8277277195734802,0.910125700450061,0.8249188742244163,0.9087213277816772,424536000,0.0,0.0
2000-09-19,0.8951446982356206,0.9063808839949122,0.8773544041578574,0.8979543447494507,271510400,0.0,0.0
2000-09-20,0.8899950349019465,0.9204259869875339,0.8773543763298483,0.9145742654800415,227388000,0.0,0.0
2000-09-21,0.8764180292505193,0.8932719047739486,0.8277278831495709,0.8492640852928162,510490400,0.0,0.0
2000-09-22,0.753757323588062,0.7855926982693223,0.7490750963606966,0.7818475365638733,726700800,0.0,0.0
2000-09-25,0.7902741079417528,0.831473138676016,0.7799749878368143,0.8015103936195374,435551200,0.0,0.0
2000-09-26,0.7987013750306853,0.82023757626895,0.7696749016940532,0.7706111669540405,290936800,0.0,0.0
2000-09-27,0.7752924995195747,0.7902738420032944,0.7228572507589054,0.733157217502594,402259200,0.0,0.0
2000-09-28,0.7387751570038815,0.8061926210397548,0.7209849130808634,0.8015103936195374,979585600,0.0,0.0
2000-09-29,0.42229089761744837,0.43446344645045937,0.38015560940569704,0.38577330112457275,7421640800,0.0,0.0
2000-10-02,0.3998192616314746,0.4007555519330245,0.3520654308798654,0.36330166459083557,2424788800,0.0,0.0
2000-10-03,0.3736015952250939,0.374537885431967,0.33240175074426503,0.33427515625953674,2038120000,0.0,0.0
2000-10-04,0.33521147755264896,0.35581053909720173,0.3277203551045171,0.3539379835128784,1466024000,0.0,0.0
2000-10-05,0.35206540893339683,0.36704677791360363,0.3295928929061528,0.33052918314933777,873006400,0.0,0.0
2000-10-06,0.33989291020912726,0.3436380467245677,0.3146115697742379,0.3324018120765686,612656800,0.0,0.0
2000-10-09,0.33895664995400465,0.3427017615229503,0.31648413031229816,0.3258478343486786,597564800,0.0,0.0
2000-10-10,0.32397528016844895,0.33614780637969865,0.30712047650207874,0.3127390444278717,691101600,0.0,0.0
2000-10-11,0.3015027455847496,0.31461156061017354,0.28652137485769025,0.2940116226673126,1198422400,0.0,0.0
2000-10-12,0.30431162700442216,0.31180275079244263,0.29213910091672196,0.29963022470474243,1191064000,0.0,0.0
2000-10-13,0.303375265912324,0.33146547339252275,0.2996301549457392,0.33052918314933777,1247752800,0.0,0.0
2000-10-16,0.3342751899081329,0.3483202945173244,0.3202292351942537,0.3221026659011841,820176000,0.0,0.0
2000-10-17,0.32491151755291114,0.3286566538206122,0.29494875220497674,0.3015027344226837,601720000,0.0,0.0
2000-10-18,0.291202765832573,0.31554783928049557,0.2809027972424622,0.3015027344226837,834265600,0.0,0.0
2000-10-19,0.2869894196151089,0.2968212278969138,0.27434874113670804,0.2837124168872833,1506724800,0.0,0.0
2000-10-20,0.2855851003236837,0.30524789889856063,0.2837125195152469,0.29213908314704895,791263200,0.0,0.0
2000-10-23,0.3036094898192984,0.3080576894510161,0.2912028818248677,0.3052479922771454,551292000,0.0,0.0
2000-10-24,0.30993019707838637,0.31273906870848056,0.2818400055953987,0.2827762961387634,804451200,0.0,0.0
2000-10-25,0.28558507735789024,0.2874576330126606,0.27622139897316594,0.27715766429901123,663969600,0.0,0.0
2000-10-26,0.2818399410452697,0.2827762313741948,0.26217629394689607,0.27715766429901123,721851200,0.0,0.0
2000-10-27,0.2827763013713992,0.28745770416867894,0.2677940522028512,0.27809402346611023,744503200,0.0,0.0
2000-10-30,0.28652133875957236,0.2986938618990521,0.28090277225164023,0.2893301844596863,639189600,0.0,0.0
2000-10-31,0.2958850490236218,0.30337529672051416,0.288393926218928,0.2930753529071808,885880800,0.0,0.0
2000-11-01,0.29120278106754843,0.3127390096921848,0.29120278106754843,0.3071204423904419,575366400,0.0,0.0
2000-11-02,0.3164840671351268,0.33614771167020635,0.3155478019313302,0.33427515625953674,590693600,0.0,0.0
2000-11-03,0.34457428002172785,0.34457428002172785,0.32865662111559085,0.33333802223205566,515821600,0.0,0.0
2000-11-06,0.33614776700645654,0.33895663808946885,0.3127390077965153,0.32116639614105225,393478400,0.0,0.0
2000-11-07,0.3221027186206049,0.32678412088627123,0.31180274852699585,0.3192930221557617,301963200,0.0,0.0
2000-11-08,0.3202292945171981,0.32116643509661374,0.2968213575696759,0.30056649446487427,422088800,0.0,0.0
2000-11-09,0.29775769527968765,0.3071205265014349,0.28558516708674503,0.3024391233921051,476834400,0.0,0.0
2000-11-10,0.2900325141975483,0.29775769312881734,0.2855851650238037,0.2855851650238037,422251200,0.0,0.0
2000-11-13,0.2809028919980863,0.2996302798632169,0.2734126419391136,0.29026657342910767,431816000,0.0,0.0
2000-11-14,0.2986939312941387,0.3071204703522048,0.2930753884839367,0.30337533354759216,409001600,0.0,0.0
2000-11-15,0.3000983390881226,0.30243905259641124,0.28839394644498034,0.297757625579834,282357600,0.0,0.0
2000-11-16,0.2921389872177507,0.2968212377999559,0.282776161259271,0.28464871644973755,239372000,0.0,0.0
2000-11-17,0.2874576330126606,0.28839392334158565,0.2734125529894705,0.27715766429901123,446180000,0.0,0.0
2000-11-20,0.27856203393006557,0.29213897747092565,0.2734124760742488,0.2837124168872833,408066400,0.0,0.0
2000-11-21,0.2874576592542078,0.29213908632311336,0.2809028262547988,0.2818399667739868,301952000,0.0,0.0
2000-11-22,0.2818399410452697,0.2865213676868153,0.2752851086442409,0.27715766429901123,280532000,0.0,0.0
2000-11-24,0.28254212401569284,0.2921390301598002,0.2818399125906644,0.2893301844596863,160932800,0.0,0.0
2000-11-27,0.2977576311871899,0.29869392160875385,0.277157691721682,0.2799665629863739,258792800,0.0,0.0
2000-11-28,0.27996659949646285,0.2846488523135219,0.26873118798174617,0.2701356112957001,269124800,0.0,0.0
2000-11-29,0.27107173781089416,0.27434871522615656,0.25843106052632764,0.26311248540878296,492150400,0.0,0.0
2000-11-30,0.2500037920483749,0.2546851941075969,0.24157637823205488,0.24719494581222534,809597600,0.0,0.0
2000-12-01,0.25468506806436136,0.26217618776026097,0.2518762232183046,0.2556222081184387,385705600,0.0,0.0
2000-12-04,0.2574949137760764,0.2574949137760764,0.24625867770875123,0.2500038146972656,371520800,0.0,0.0
2000-12-05,0.2537490169715122,0.26124011797766844,0.2453224503285573,0.25468528270721436,613978400,0.0,0.0
2000-12-06,0.21910473139661407,0.2247224238217786,0.20974105224886372,0.21442247927188873,1374464000,0.0,0.0
2000-12-07,0.21629588518403178,0.2228498680144177,0.20974105224886372,0.21442247927188873,408917600,0.0,0.0
2000-12-08,0.2219135488367249,0.22940467120584374,0.21629585713992902,0.22565868496894836,435624000,0.0,0.0
2000-12-11,0.22753119468688968,0.23034088976506378,0.22284976972856432,0.22753119468688965,332511200,0.0,0.0
2000-12-12,0.22846763046033577,0.23970389386221858,0.22472249269472241,0.23034106194972992,386260000,0.0,0.0
2000-12-13,0.23314989047133347,0.23314989047133347,0.22284991858119946,0.2247224748134613,344887200,0.0,0.0
2000-12-14,0.2251905793140334,0.22846755819549786,0.21629588305950165,0.21629588305950165,263317600,0.0,0.0
2000-12-15,0.21816843889193666,0.22004101968435938,0.20974105023050527,0.2106773406267166,513945600,0.0,0.0
2000-12-18,0.21816835549342747,0.2191046455317263,0.20880469251674258,0.21348610520362854,325808000,0.0,0.0
2000-12-19,0.21535871788958616,0.22846753202477998,0.2097410261631012,0.2097410261631012,374007200,0.0,0.0
2000-12-20,0.20646405072595275,0.2191047206700555,0.20412333732903293,0.21535873413085938,565331200,0.0,0.0
2000-12-21,0.21348618681226908,0.22472242165925296,0.20786848193962335,0.2106773406267166,366844800,0.0,0.0
2000-12-22,0.21161365607339075,0.2247224748134613,0.21161365607339075,0.2247224748134613,318052000,0.0,0.0
2000-12-26,0.2228498528246397,0.22472240850436442,0.21348617431513164,0.22004100680351257,216815200,0.0,0.0
2000-12-27,0.21489065382553585,0.22191362082958221,0.21254993985814075,0.22191362082958221,325466400,0.0,0.0
2000-12-28,0.21535878661778018,0.223786202004733,0.2144225210332915,0.22191362082958221,305177600,0.0,0.0
2000-12-29,0.22004095581252495,0.22472235642853675,0.21723211044230298,0.2228498011827469,630336000,0.0,0.0
2001-01-02,0.2228498011827469,0.2284674919231908,0.21816837556366075,0.2228498011827469,452312000,0.0,0.0
2001-01-03,0.21723218759828794,0.25000380377146303,0.21629589714130654,0.24532237648963928,817073600,0.0,0.0
